William Thomas Franklin,19/10/1949,Norfolk,VA
Byron Edward Irvin,02/12/1966,LaGrange,IL
Jeffrey Lynn Green,28/08/1986,Cheverly,MD
Devin George Durrant,20/10/1960,Provo,UT
Rock Alan Lee,01/05/1955,LaJolla,CA
Christopher Lemonte Mills,25/01/1970,Los Angeles,CA
Ronald Henry Lee,02/11/1952,Boston,MA
Jon Leuer,14/05/1989,Long Lake,MN
Mickell Jawaun Gladness,26/07/1986,Birmingham,AL
Terrence Lamont Rencher,19/02/1973,Bronx,NY
Arthur LeMarcus Banks,19/11/1981,Las Vegas,NV
Edward Delaney Rudd,08/11/1962,Halifax,NC
James J. Seminoff,01/09/1922,Los Angeles,CA,12/06/2001
John MacBeth Paxson,29/09/1960,Dayton,OH
Ivan W. Johnson,10/04/1984,San Antonio,TX
Gary Weir Hill,07/10/1941,Rocky,OK,17/01/2009
Kenneth Smith,08/03/1965,Queens,NY
Robert DeShaun Traylor,01/02/1977,Detroit,MI,11/05/2011
Louis M. Orr,07/05/1958,Cincinnati,OH
Jim Hayes,18/02/1948,Rockville Centre,NY,11/03/2009
Wilmer Frederick Hosket,20/12/1946,Dayton,OH
Stephen Francis Sharkey,30/12/1918,Schenectady,NY,15/03/1995
William Derek Grimm,03/08/1974,Peoria,IL
Larry Donnell Drew,02/04/1958,Kansas City,KS
Maurice E. King,12/03/1935,Kansas City,KS,17/09/2007
David Lee,29/04/1983,St. Louis,MO
David G. Lee,31/03/1942,Modesto,CA
Vincent Lamont Baker,23/11/1971,Lake Wales,FL
Leroy Gibson,29/06/1937,Tallahassee,FL
Calvin Leon Natt,08/01/1957,Monroe,LA
Travis Marquez Outlaw,18/09/1984,Starkville,MS
Lavoy Allen,04/02/1989,Trenton,NJ
Kevin Jermaine Ollie,27/12/1972,Dallas,TX
Joseph Edward Cooper,01/09/1957,Houston,TX
Henry Lee Logan,14/03/1946,Asheville,NC
Robert Frederick Carrington,03/07/1953,Brookline,MA
Wayman Lawrence Tisdale,09/06/1964,Tulsa,OK,15/05/2009
Sedric Andre Toney,13/04/1962,Columbus,MS
Antawn Cortez Jamison,12/06/1976,Shreveport,LA
Keith LeWayne Smith,09/03/1964,Flint,MI
Marshall Lee Rogers,27/08/1953,St. Louis,MO,15/06/2011
Joel Reuben Hitt,30/12/1916,Goss,MS,02/06/2003
Sebastian Telfair,09/06/1985,Brooklyn,NY
Corey Laveon Beck,27/05/1971,Memphis,TN
Robert George Bedell,26/06/1944,Los Angeles,CA
Anthony Guy Bennett,01/06/1969,Green Bay,WI
Timothy Mark Thomas,26/02/1977,Paterson,NJ
Sidney Rochell Lowe,21/01/1960,Washington,DC
Phil Hankinson,26/07/1951,Augusta,GA,19/11/1996
Dennis R. Bell,02/06/1951,Cincinnati,OH
Claude W. English,26/12/1946,Columbus,GA
Worthington R. Patterson,17/06/1931,New Haven,CT
Slater Nelson Martin,22/10/1925,El Mina,TX
Robert Matthew Hurley,28/06/1971,Jersey City,NJ
Scot L. Pollard,12/02/1975,Murray,UT
Paul Richard Long,08/02/1944,Louisville,KY
Richard L. Weitzman,30/04/1946,Boston,MA
Brian Ralph Quinnett,30/05/1966,Pullman,WA
Dennis Keith Rodman,13/05/1961,Trenton,NJ
Herbert L. Williams,16/02/1958,Columbus,OH
Anthony Allen,11/01/1982,Chicago,IL
Mervin P. Jackson,15/08/1946,Savannah,GA,07/06/2012
Ronald Michael Behagen,14/01/1951,New York,NY
Sharrod Victor Ford,09/01/1982,Washington,DC
Willard Sherell Ford,26/08/1972,Baton Rouge,LA
Marques Bragg,24/03/1970,East Orange,NJ
Virgil Batterman,01/04/1918,Oshkosh,WI,05/01/1999
LaPhonso Darnell Ellis,05/05/1970,East St. Louis,IL
Hassan Niam Whiteside,13/06/1989,Gastonia,NC
Wilfred Doerner,27/02/1922,Mackey,IN,10/12/2001
Derrick Paul Brown,07/09/1987,Oakland,CA
Thomas Mark Scheffler,27/10/1954,St. Joseph,MI
Daniel Brown,17/08/1984,Jackson,MS
Devin Brown,30/12/1978,Salt Lake City,UT
DeCovan Kadell Brown,29/11/1968,Jacksonville,FL
Elmore Robert Morgenthaler,03/08/1922,Amarillo,TX,25/11/1997
Peter Gerard Verhoeven,15/02/1959,Hanford,CA
Jelani Marwan McCoy,06/12/1977,Oakland,CA
Wayne Robert Ellington,29/10/1987,Wynnewood,PA
Eugene Short,07/08/1953,Macon,MS
Eugene Jeter,02/12/1983,Los Angeles,CA
Gregory Kelser,17/09/1957,Panama City,FL
Khalid El-Amin,25/04/1979,Minneapolis,MN
Richard Wilson,07/02/1956,Louisville,KY
Ricky Wilson,16/07/1964,Hampton,VA
Milas B. Shoun,04/10/1904,Mountain City,TN,10/10/1983
Eric Snow,24/04/1973,Canton,OH
Michael Joseph Dunleavy,15/09/1980,Fort Worth,TX
Michael Joseph Dunleavy,21/03/1954,Brooklyn,NY
Walter Lee Jordan,19/02/1956,Perry,AL
Dorie S. Murrey,07/09/1943,Detroit,MI
Michael James Brittain,21/06/1963,Clearwater,FL
Bryce G. Vann,21/12/1934,Claremore,OK,03/06/2004
George R. Irvine,01/02/1948,Seattle,WA
James Dillard Crocker,19/01/1925,Niles,MI
Marcus D. Camby,22/03/1974,Hartford,CT
H. Eugene Mechling,24/03/1909,Glenford,OH,26/01/1975
Lester Hudson,07/08/1984,Memphis,TN
Gregory Darryle Howard,08/01/1948,Pittsburgh,PA
Carl J. Henry,16/08/1960,Hollis,OK
Kevin Douglas Gamble,13/11/1965,Springfield,IL
Arthur Collins,14/04/1954,Sandersville,GA
Aaron James,05/10/1952,New Orleans,LA
Daniel John Willard Ferry,17/10/1966,Hyattsville,MD
Corey Antoine Maggette,12/11/1979,Melrose Park,IL
Dean P. Meminger,13/05/1948,Walterboro,SC
Jeffrey Steven Turner,09/04/1962,Bangor,ME
Alva Winfred Wilfong,18/03/1932,Puxico,MO,18/05/1985
Gary Dwayne Payton,23/07/1968,Oakland,CA
Terry Linnard Dozier,29/06/1966,Baltimore,MD
Todd Fitzgerald Day,07/01/1970,Decatur,IL
David Mills,11/06/1940,Columbus,OH
Hartley Brent Price,09/12/1968,Shawnee,OK
Loren Gerard Woods,21/06/1978,St. Louis,MO
Joseph William Kleine,04/01/1962,Colorado Springs,CO
John Postley,30/05/1940,Philadelphia,PA
Tyson Aaron Wheeler,08/10/1975,New Britain,CT
Irwin P. Rothenberg,31/12/1921,The Bronx,NY,18/07/2009
Earl Rashad Clark,17/01/1988,Plainfield,NJ
Juwan Antonio Howard,07/02/1973,Chicago,IL
Tyrus Wayne Thomas,17/08/1986,Baton Rouge,LA
Mark Richard Acres,15/11/1962,Inglewood,CA
Shane Courtney Battier,09/09/1978,Birmingham,MI
Jack Parr,13/03/1936,Louisville,KY
Gilbert Jay Arenas,06/01/1982,Tampa,FL
Richard Wesley Jones,27/12/1946,Memphis,TN
Vernon B. Gardner,14/05/1925,Afton,WY,26/08/1987
Antoine Devon Walker,12/08/1976,Chicago,IL
Andrew Martin Walker,25/03/1955,Long Island City,NY
Darrick David Martin,06/03/1971,Denver,CO
Charles Anthony Peyton,03/03/1921,Toledo,OH,23/07/2007
Howard O'Neal Carter,26/10/1961,Baton Rouge,LA
Lindsey Benson Hunter,03/12/1970,Utica,MS
David Grover Stacey Wingate,15/12/1963,Baltimore,MD
Eric Kendall Riley,02/06/1970,Cleveland,OH
Eugene Lalley,16/08/1922,Des Moines,IA
Reginald Elliot Geary,31/08/1973,Trenton,NJ
Stephen Todd Alford,23/11/1964,Franklin,IN
John Jones,12/03/1943,Washington,DC
Osie Leon Wood,25/03/1962,Columbia,SC
Marlon Bernard Redmond,15/04/1955,San Francisco,CA
Wayne Radford,29/05/1956,Indianapolis,IN
Elnardo Webster,06/03/1948,Jersey City,NJ
Askia Jones,03/12/1971,Philadelphia,PA
Henry Charles James,29/07/1965,Centreville,AL
Michael Alan Iuzzolino,22/01/1968,Altoona,PA
Haywood Chris Owens,01/03/1979,Akron,OH
Jim Owens,01/05/1950,Los Angeles,CA
Corliss Mondari Williamson,04/12/1973,Russellville,AR
Corey Williams,24/04/1970,Twiggs,GA
Howard Payne Shannon,10/06/1923,Manhattan,KS
Henry Rosenstein,16/06/1920,Brooklyn,NY,27/02/2010
Samuel Duane Cooper,25/06/1969,Benton Harbor,MI
Rodney Dion Carney,15/04/1984,Memphis,TN
Glendon L. Selbo,29/03/1926,LaCrosse,WI,29/05/1995
Ryan Eugene Stack,24/07/1975,Nashville,TN
Bradford William Wright,26/03/1962,Hollywood,CA
Bracey Wright,01/07/1984,The Colony,TX
Brandan Keith Wright,05/10/1987,Nashville,TN
Anthony Lavelli,11/07/1926,Somerville,MA,08/01/1998
Jon P. McGlocklin,10/06/1943,Franklin,IN
Nathaniel Clifton,13/10/1922,England,AR,31/08/1990
Gerald W. Ward,06/09/1941,New York,NY
Brian Skinner,19/05/1976,Temple,TX
Gregory Ray Sutton,03/12/1967,Santa Cruz,CA
Bernard Voorheis,23/05/1922,Spencerport,NY,13/01/2010
Justin Reed,16/01/1982,Jackson,MS
Lance Collin Allred,02/02/1981,Salt Lake City,UT
Demetris Tiaunt Nichols,04/09/1984,Boston,MA
John Dickson,18/11/1945,Searcy,AR
Donald Jay Ohl,18/04/1936,Murphysboro,IL
Thomas Thaddeus Hamilton,03/04/1975,Chicago,IL
Benjamin Handlogten,12/11/1973,Grand Rapids,MI
Robert Frederick McDermott,07/01/1914,Whitestone,NY,14/10/1963
John Mark Tschogl,25/04/1950,Chula Vista,CA
Richard Joseph Regan,30/11/1930,Newark,NJ,24/12/2002
Jeffrey Bernard Foote,14/07/1987,Lockwood,NY
Durand Macklin,19/02/1958,Louisville,KY
John Bradley Holland,06/12/1956,Billings,MT
Jeremy Pargo,17/03/1986,Chicago,IL
Patrick Joseph Garrity,23/08/1976,Las Vegas,NV
Bobby Simmons,02/06/1980,Chicago,IL
Joseph James Wolf,17/12/1964,Kohler,WI
Robert S. Bigelow,26/12/1953,Boston,MA
Alan Timothy Hardy,25/05/1957,Detroit,MI
Lawrence Michael Foust,24/06/1928,Painesville,OH,27/10/1984
Russell B. DeVette,09/07/1923,Muskegon,MI,23/11/2009
Robert Lewis Cattage,17/08/1958,Huntsville,AL
Gaylord T. Woltzen,29/06/1905,Peoria,IL,21/07/1995
DeAndre Desmond Liggins,31/03/1988,Chicago,IL
Dana Bruce Barros,13/04/1967,Boston,MA
Guy R. Manning,04/02/1944,Oakwood,TX
Robert Lee Parish,30/08/1953,Shreveport,LA
Arthur Cornelius Spoelstra,11/09/1932,Grand Rapids,MI,09/04/2008
Billy Thomas,23/12/1975,Shreveport,LA
Peter E. Myers,15/09/1963,Mobile,AL
Daniel Ricardo Manning,17/05/1966,Hattiesburg,MS
E.C. Coleman,25/09/1950,Flora,MS
Robert Antell Sims,09/10/1938,Santa Barbara,CA,21/03/2006
William J. Hapac,26/01/1918,Cicero,IL,09/03/1967
Randy Scott Wittman,28/10/1959,Indianapolis,IN
Damon Lamon Stoudamire,03/09/1973,Portland,OR
Milton Henderson,30/10/1976,Bakersfield,CA
John Elwood Schweitz,19/04/1960,Waterloo,NY
Ronald Michael Watts,21/05/1943,Washington,DC
Fredrick Kristian Hoiberg,15/10/1972,Lincoln,NE
Collis Temple,08/11/1952,Kentwood,LA
Howard Porter,31/08/1948,Stuart,FL,26/05/2007
Duane Causwell,31/05/1968,Queens Village,NY
Stanley R. Kimbrough,24/04/1966,Tuscaloosa,AL
Daniel Earnest Wagner,01/08/1922,Houston,TX,27/12/1997
Anthony Avent,18/10/1969,Rocky Mount,NC
Dajuan Marquett Wagner,04/02/1983,Camden,NJ
John Roosevelt Comeaux,15/09/1943,Lafayette,LA
Reginald Jordan,26/01/1968,Chicago,IL
Brant Clifford Weidner,28/10/1960,Orefield,PA
Mario Antoine Elie,26/11/1963,New York,NY
Sylvester Williams,26/01/1958,New Haven,CT
Orlando Graham,05/05/1965,Montgomery,AL
Eric Todd Piatkowski,30/09/1970,Steubenville,OH
Tyreke Jamir Evans,19/09/1989,Chester,PA
Jerry Ray Lucas,30/03/1940,Middletown,OH
Gregory Lawrence Graham,26/11/1970,Indianapolis,IN
Leon Powe,22/01/1984,Berkeley,CA
Wesley Lavon Person,28/03/1971,Crenshaw,AL
Frederick Cofield,04/01/1962,Ypsilanti,MI
Richard Albert Van Arsdale,22/02/1943,Indianapolis,IN
Martin Lewis,28/04/1975,Liberal,KS
Phillip James Hicks,31/01/1953,Chicago,IL
Ronald T. Murphy,29/07/1964,Dover,DE
Jrue Randall Holiday,12/06/1990,Chatsworth,CA
Byrum William Cable,29/07/1935,Monaca,PA
Tyrone Kennedy Corbin,31/12/1962,Columbia,SC
Kenneth L. Durrett,08/12/1948,Pittsburgh,PA,07/01/2001
Anthony Campbell,07/05/1962,Teaneck,NJ
Ralph Lincoln Vaughn,12/02/1918,Frankfort,IN,07/06/1998
Oliver Mack,06/06/1957,New York,NY
Marcus Landry,01/11/1985,Milwaukee,WI
Cedric Z. Ceballos,02/08/1969,Maui,HI
Cory Blackwell,27/03/1963,Chicago,IL
Calvin Miles,18/03/1987,Dallas,TX
Larry Brett Krystkowiak,23/09/1964,Missoula,MT
George Daniel Crowe,22/03/1921,Whiteland,IN,18/01/2011
Reginald Legrande Royals,13/06/1950,Whiteville,NC,16/04/2009
Lorenzo Emile Charles,25/11/1963,Brooklyn,NY,27/06/2011
Ira Bowman,11/06/1973,Newark,NJ
Lawrence Harvey Brown,14/09/1940,Brooklyn,NY
Shandon Rodriguez Anderson,31/12/1973,Atlanta,GA
Al Jefferson,04/01/1985,Monticello,MS
Walter Francis Davis,05/01/1931,Beaumont,TX
Warren Lee Davis,30/06/1943,Atlantic City,NJ
Max Zaslofsky,07/12/1925,Brooklyn,NY,15/10/1985
Harvey Grant,04/07/1965,Augusta,GA
Togo Anthony Palazzi,08/08/1932,Union Hill,NJ
Martin Alphonzo Wood,02/06/1958,Gray,GA
Paul Shirley,23/12/1977,Redwood City,CA
Shawnelle Scott,16/06/1972,New York,NY
James C. Dawson,18/04/1945,Oak Park,IL
Matthew Joseph Harpring,31/05/1976,Cincinnati,OH
Walter Paul Davis,09/09/1954,Pineville,NC
Grant Andrew Long,12/03/1966,Wayne,MI
Charles Thomas Scott,15/12/1948,New York,NY
Howard Jonathan Eisley,04/12/1972,Detroit,MI
Nate Johnston,18/12/1966,Birmingham,AL
Charles Rutland Gardner,30/09/1944,Lincoln,NE
William Wesley Willoughby,20/05/1957,Englewood,NJ
Mayce Edward Christopher Webber,01/03/1973,Detroit,MI
James Leroy Wright,06/05/1938,New York,NY
Jonathan Rodney Brockman,20/03/1987,Snohomish,WA
Joseph Buckhalter,01/08/1937,Jacksonville,MS
Harold Everett Greer,26/06/1936,Huntington,WV
John Garfield Bailey,19/11/1975,Los Angeles,CA
William Warren Bradley,28/07/1943,Crystal City,MO
Wilbur Schu,18/12/1922,Louisville,KY,06/11/1980
Samuel Lacey,28/03/1948,Indianaola,MS
Willie Edward Davis,09/08/1945,Fairfield,TX
Keith Kim Anderson,12/05/1955,Sedalia,MO
Robert Joseph Duffy,26/09/1940,Cold Spring,NY
James Samuel Vincent,18/05/1963,Lansing,MI
Zigmund John Mihalik,22/09/1916,Ford City,PA,25/09/1996
John Russell Fairchild,28/04/1943,Encinitas,CA
Louis C. Tsioropoulos,31/08/1930,Lynn,MA
Thomas E. Riker,28/02/1950,Rockville Centre,NY
Rolland A. Seltz,25/01/1924,McIntosh,MN
Eddie Jamaal Griffin,30/05/1982,Philadelphia,PA,17/08/2007
Richard Andrew Anderson,19/11/1960,San Pedro,CA
Luke Theodore Walton,28/03/1980,San Diego,CA
Ekpedeme Friday Udoh,20/05/1987,Edmond,OK
Vincent Raymond Yarbrough,21/03/1981,Cleveland,TN
Cedric R. Bozeman,07/03/1983,Los Angeles,CA
James Thomas Ligon,22/02/1944,Kokomo,IN,17/04/2004
Jeffrey A. Cross,01/09/1961,Chicago,IL
George B. Munroe,05/01/1922,Joliet,IL
Jason Frederick Kidd,23/03/1973,San Francisco,CA
Lloyd Batts,09/05/1951,Chicago,IL
Matthew George Guokas,11/11/1915,Philadelphia,PA,09/12/1993
Matthew George Guokas,25/02/1944,Philadelphia,PA
William N. Ligon,29/05/1952,Nashville,TN
Donald Smith,10/10/1951,Dayton,OH,09/03/2004
Douglas Smith,17/09/1969,Detroit,MI
Donta Lamont Smith,27/11/1983,Louisville,KY
Donald H. Smith,08/10/1910,Pittsburgh,PA,27/01/1994
Brandon Jennings,23/09/1989,Compton,CA
Dontell Jefferson,15/12/1983,Lithonia,GA
David L. Newmark,11/09/1946,Brooklyn,NY
Mitchell Leon Butler,15/12/1970,Los Angeles,CA
Nate Hawthorne,15/01/1950,Mt. Vernon,IL,23/11/2005
Shea Seals,26/08/1975,Tulsa,OK
Tracy Cordell Jackson,21/04/1959,Rockville,MD
Anthony William Brown,29/07/1960,Chicago,IL
Michael Edward Butler,22/10/1946,Memphis,TN
Alvin Jackson,29/07/1943,Cleveland,OH
Phillip Sellers,20/11/1953,Brooklyn,NY
Mark Walter Landsberger,21/05/1955,Minot,ND
Louis Gabriel Amundson,07/12/1982,Ventura,CA
Robert Joseph Cousy,09/08/1928,New York,NY
William C. Bridges,04/04/1939,Hobbs,NM
Alfred Beard,04/05/1947,Hardinsburg,KY
Tayshaun Durell Prince,28/02/1980,Compton,CA
James Loscutoff,04/02/1930,San Francisco,CA
Donald Collins,28/11/1958,Toledo,OH
Jon Alan Barry,25/07/1969,Oakland,CA
Bradley Ernest Davis,17/12/1955,Monaca,PA
Sean Marielle Higgins,30/12/1968,Los Angeles,CA
Brian Keith Davis,21/06/1970,Atlantic City,NJ
Paul Douglas Collins,28/07/1951,Christopher,IL
Herman H. Schaefer,20/12/1919,Fort Wayne,IN,21/03/1980
Todd Samuel Lichti,08/01/1967,Walnut Creek,CA
Blair Allen Rasmussen,13/11/1962,Auburn,WA
Gregory Darnell Smith,28/01/1947,Princeton,KY
Malik Jabari Rose,23/11/1974,Philadelphia,PA
John Quincy Trapp,02/10/1945,Detroit,MI
Lafayette Lever,18/08/1960,Pine Bluff,AR
Gregory Smith,08/01/1991,Vallejo,CA
James Williams,18/02/1953,Brooklyn,NY
Frank Burks,05/09/1939,Chicago,IL
Tracy Lamont Moore,28/12/1965,Oklahoma City,OK
Joseph Gerard Kopicki,12/06/1960,Warren,MI
Aulcie Perry,03/07/1950,Newark,NJ
Christopher Antoine Whitney,05/10/1971,Hopkinsville,KY
Wardell Stephen Curry,25/06/1964,Harrisonburg,VA
Medford R. Park,11/04/1933,Britton,SD,23/07/1998
Alvan Leigh Adams,19/07/1954,Lawrence,KS
Ryan Cleo Bowen,20/11/1975,Fort Madison,IA
Bryan Anthony Warrick,22/07/1959,Moses Lake,WA
Emmet C. Birk,21/03/1914,Park River,ND,06/11/2000
Willie D. Jones,01/09/1959,Buffalo,NY
Christopher Steven Mihm,16/07/1979,Milwaukee,WI
Erick Trevez Dampier,14/07/1974,Jackson,MS
Jonathan Clay Redick,24/06/1984,Cookeville,TN
Francis E. Mangiapane,21/08/1925,New York,NY,31/07/2005
John A. Pilch,11/08/1925,Sheridan,WY,14/06/1991
Willie Daniel Rogers,11/09/1945,Nacogdoches,TX
Ricky Charles Pierce,19/08/1959,Dallas,TX
Courdon Higgins,14/06/1989,Danville,CA
George W. Truett Latham,20/08/1927,Converse,LA,15/02/1999
Derrick Samuel Alston,20/08/1972,Bronx,NY
Robert Werdann,12/09/1970,Sunnyside,NY
DeMarre LaEdrick Carroll,27/07/1986,Birmingham,AL
James Thomas,22/11/1980,Schenectady,NY
Derrick Martell Rose,04/10/1988,Chicago,IL
Jamel Thomas,25/03/1973,Brooklyn,NY
Mark Andre West,05/11/1960,Petersburg,VA
Mario Marcee West,19/06/1984,Huntsville,AL
Jason Andre Caffey,12/06/1973,Mobile,AL
Andrew Donald DeClercq,01/02/1973,Detroit,MI
Clarence Leroy Kea,02/02/1959,Wilmington,NC
Delbert Loranger,17/03/1920,Dearborn,MI,24/03/2003
Arthur C. Becker,12/01/1942,Akron,OH
Edward Cuthbert Driscoll,28/08/1947,Winthrop,MA
Richard C. Surhoff,16/11/1929,Weehawken,NJ,01/05/1987
Donald Roy Sidle,21/06/1946,Dallas,TX,25/05/1987
Darnell Marcus Lamar Fizer,10/08/1978,Detroit,MI
Louis Clyde Hudson,11/07/1944,Greensboro,NC
Drew William Barry,17/02/1973,Oakland,CA
Andrew Toney,23/11/1957,Birmingham,AL
John Crawford Toomay,09/08/1922,Ontario,CA,11/03/2008
Billy Ray Bates,31/05/1956,Kosciusko,MS
Joshua Jay Howard,28/04/1980,Winston-Salem,NC
Stephen Chubin,08/02/1944,New York,NY
Robert William Weiss,07/05/1942,Easton,PA
William Mark Price,15/02/1964,Bartlesville,OK
Joseph Pierre Courtney,17/10/1969,Jackson,MS
Keith Edward Starr,14/03/1954,Sewickley,PA
Thomas William Heinsohn,26/08/1934,Union City,NJ
Andre D. Turner,13/12/1964,Memphis,TN
Stanley McKenzie,06/10/1944,Miami,FL
Edwin Searcy,17/04/1952,New York,NY
Kostantine Demetrios Koufos,24/02/1989,Canton,OH
Tremaine Fowlkes,11/04/1976,Los Angeles,CA
Mark D. Blount,30/11/1975,Dobbs Ferry,NY
Albert R. Ferrari,06/07/1933,New York,NY
Tommie L. Green,08/04/1956,Baton Rouge,LA
Roger Kennedy Jorgensen,02/09/1920,Columbus,OH,03/10/2010
Isaac Henry Sedric Fontaine,16/04/1975,Sacramento,CA
Albert Fleming,05/04/1954,Chicago,IL,14/05/2003
Jay Fletcher Vincent,10/06/1959,Kalamazoo,MI
Warren Jabali,29/08/1946,Kansas City,KS
Harold Brewer Cunningham,04/02/1905,Mt. Vernon,OH,03/11/1995
Jawann Oldham,04/07/1957,Chicago,IL
Jeffrey John Hornacek,03/05/1963,Elmhurst,IL
Ira Newble,20/01/1975,Detroit,MI
Jeremy Evans,24/10/1987,Crossett,AR
Victor Bartolome,29/09/1948,Santa Barbara,CA
Hubert F. Reed,04/10/1936,Harrah,OK
Francis Anthony Brickowski,14/08/1959,Bayville,NY
Darius Aaron Morris,03/01/1991,Los Angeles,CA
Michael Andrew D'Antoni,08/05/1951,Mullens,WV
Timothy Breaux,19/09/1970,Baton Rouge,LA
Leon Douglas,26/08/1954,Leighton,AL
John E. Foley,19/04/1939,Worcester,MA
Royal Terence Ivey,20/12/1981,New York,NY
Paul Stanford Thompson,25/05/1961,Smyrna,TN
Eric Gordon,25/12/1988,Indianapolis,IN
Brady W. Walker,15/03/1921,Provo,UT,30/11/2007
Anthony Michael Parker,19/06/1975,Naperville,IL
Nick Levoter Weatherspoon,20/07/1950,Greenwood,MS,17/10/2008
Ralph E. Davis,07/09/1938,Vanceburg,KY
Joel Anthony Przybilla,10/10/1979,Monticello,MN
Philip Jordon,12/09/1933,Lakeport,CA,07/06/1965
Anthony Jarrad Morrow,27/09/1985,Charlotte,NC
Robert Keith Horry,25/08/1970,Andalusia,AL
Henry E. DeZonie,12/02/1922,New York,NY,02/01/2009
Fred J. Foster,18/03/1946,Springfield,OH,04/10/1985
Louis Peter Barle,23/06/1916,Gilbert,MN,30/12/1996
John M. Wessels,13/02/1938,Rockford,IL,03/12/1994
Nate Thomas Huffman,02/04/1975,Battle Creek,MI
Chris Johnson,15/07/1985,Washington,DC
James Lamont Scott,06/06/1972,Paterson,NJ
Alvin Cyrrale Robertson,22/07/1962,Barberton,OH
Craig Lee Brackins,09/10/1987,Lancaster,CA
Aaron Marquez Miles,13/04/1983,Portland,OR
Thomas Porter Thacker,02/11/1939,Covington,KY
Frankie Alexander King,06/06/1972,Baxley,GA
George Aaron McCloud,27/05/1967,Daytona Beach,FL
Charles Johnson,31/03/1949,Corpus Christi,TX,01/06/2007
Lynbert Rich Johnson,07/09/1957,New York,NY
Stephen M. Thompson,02/12/1968,Los Angeles,CA
Thomas Terrell Brandon,20/05/1970,Portland,OR
Eric Maurice Washington,23/03/1974,Pearl,MS
Patrick James Riley,20/03/1945,Rome,NY
Terrance Jerod Ford,24/03/1983,Baytown,TX
Brandon Joel Tyler,30/04/1971,Galveston,TX
Perry L. Warbington,05/09/1952,Atlanta,GA,09/11/2008
John Edward Lambert,14/01/1953,Berkeley,CA
Steven P. Kramer,01/01/1945,Sandy,UT
Theodore Roosevelt Dunn,01/02/1955,Birmingham,AL
Willie B. Norwood,08/08/1947,Carrolton,MS
Mac William Otten,16/12/1925,Bellefontaine,OH
Donald J. Lofgran,08/11/1929,Oakland,CA,17/06/1976
Jeffrey Vincent Mullins,18/03/1942,Astoria,NY
Rodney Norvell Stuckey,21/04/1986,Seattle,WA
Andrew Darius Goudelock,07/12/1988,Stone Mountain,GA
Travis Williams,27/05/1969,Columbia,SC
Bill McGill,16/09/1939,San Angelo,TX
Reginald Biddings King,14/02/1957,Birmingham,AL
Derek Lamar Strong,09/02/1968,Los Angeles,CA
Clarence Brannum,28/05/1926,Winfield,KS,09/10/2000
James Rowinski,04/01/1961,Long Island,NY
Darren Michael Collison,23/08/1987,Rancho Cucamonga,CA
Richard Lee Washington,15/07/1955,Portland,OR
Craig Milford Raymond,05/04/1945,Aberdeen,WA
Jameer Nelson,09/02/1982,Chester,PA
Chad Austin Gallagher,30/05/1969,Rockford,IL
Kirk James Hinrich,02/01/1981,Sioux City,IA
William R. Turner,18/02/1944,Cleveland,OH
Ronald Eugene Mercer,18/05/1976,Nashville,TN
John Kotz,27/03/1919,Rhinelander,WI,08/05/1999
Theophalus Curtis Ratliff,17/04/1973,Demopolis,AL
Nolan Derek Smith,25/07/1988,Louisville,KY
Richard Dean Schnittker,27/05/1928,Kelleys Island,OH
Ishmael Larry Smith,05/07/1988,Charlotte,NC
Lawrence Melvin Bunce,29/07/1945,Tacoma,WA
Randall Drew Denton,18/02/1949,Raleigh,NC
Maurice D. Lucas,18/02/1952,Pittsburgh,PA,31/10/2010
Alvin Sims,18/10/1974,Paris,KY
John Edward Bagley,23/04/1960,Bridgeport,CT
Norman Augustus Black,12/11/1957,Baltimore,MD
Daniel F. Doyle,06/02/1940,Long Island City,NY
Dean R. Mealy,07/05/1915,Cuyahoga Falls,OH
Jeffery Raynard Sanders,14/01/1966,Augusta,GA
Michael David Ruffin,21/01/1977,Denver,CO
Joe Binion,26/03/1961,Rochester,NY
Jeffrey Alan Lamp,09/03/1959,Minneapolis,MN
Ronald Lee Reed,02/11/1942,La Porte,IN
Thomas A. Kondla,30/11/1946,Brookfield,IL
Joseph Steven Crispin,18/07/1979,Pitman,NJ
Robert L. Dandridge,15/11/1947,Richmond,VA
Fred J. Scolari,01/03/1922,San Francisco,CA,17/10/2002
Don Michael Farmer,26/09/1936,Oklahoma City,OK
Raymond Alan Ogg,05/07/1967,Lancaster,OH,01/11/2009
Arlen Dale Bockhorn,08/07/1933,Campbell Hill,IL
Dennis Eugene Scott,05/09/1968,Hagerstown,MD
Kenneth Clay Gattison,23/05/1964,Wilmington,NC
Demetrius Antonio Battie,11/02/1976,Dallas,TX
Robert E. Donham,11/10/1926,Hammond,IN,21/09/1983
Alfred B. Williams,14/02/1948,Peoria,IL,02/07/2007
Paul Edward Grant,06/01/1974,Pittsburgh,PA
Alvin Leon Williams,06/08/1974,Philadelphia,PA
Christopher Garner,23/02/1975,Memphis,TN
Lawrence James Miller,04/04/1946,Allentown,PA
Joseph A. Mullaney,17/11/1925,Long Island?,NY,08/03/2000
Frank E. Shannon,25/11/1917,Parkersburg,WV,20/12/2005
Bruce John Kuczenski,03/02/1961,Bristol,CT
Lawrence D. Boston,18/05/1956,Cleveland,OH
Michael Leon Carr,09/01/1951,Wallace,NC
William John Cunningham,03/06/1943,Brooklyn,NY
Kenneth G. Suesens,23/10/1916,Burlington,IA,29/05/1992
